timestamp_s,roll,pitch,yaw
448.899765,0.756800,-0.495230,197.345380
449.099765,0.760480,-0.485410,197.339740
449.299765,0.767040,-0.482270,197.334710
449.499765,0.775280,-0.480630,197.331410
449.699765,0.779010,-0.472690,197.331380
449.899765,0.779010,-0.472690,197.331380
450.099765,0.782600,-0.470420,197.329510
450.299765,0.778240,-0.464360,197.328650
450.499764,0.777940,-0.453060,197.326980
450.699764,0.781960,-0.449540,197.324460
450.899764,0.789900,-0.443120,197.320060
451.099764,0.798900,-0.444680,197.315170
451.299764,0.803220,-0.441720,197.313860
451.499764,0.811930,-0.433140,197.314390
451.699764,0.815880,-0.423150,197.313860
451.899764,0.827560,-0.420110,197.311520
452.099764,0.827560,-0.420110,197.311520
452.299763,0.829560,-0.421610,197.306560
452.499763,0.830180,-0.419230,197.302340
452.699763,0.836750,-0.418080,197.299440
452.899763,0.836750,-0.418080,197.299430
453.099763,0.837570,-0.393730,197.297850
453.299763,0.844010,-0.362670,197.298900
453.499763,0.861660,-0.337040,197.313420
453.699763,0.861660,-0.337040,197.313400
453.899763,0.874660,-0.447220,197.327220
454.099763,0.889980,-0.513000,197.319760
454.299762,0.889980,-0.513000,197.319740
454.499762,0.923510,-0.668020,197.178890
454.699762,0.956640,-0.864340,196.827630
454.899762,1.053560,-0.988000,196.329930
455.099762,1.068970,-1.012740,195.692330
455.299762,1.143380,-1.023220,194.798460
455.499762,1.262330,-1.059970,193.575750
455.699762,1.459600,-1.075580,191.867610
455.899762,1.623520,-1.062260,189.570660
456.099762,1.560560,-1.038690,186.983920
456.299761,1.474450,-1.033870,184.407630
456.499761,1.535040,-1.026160,181.954510
456.699761,1.540920,-0.948030,179.614150
456.899761,1.521010,-0.859920,177.728950
457.099761,1.660370,-0.851940,176.173540
457.299761,1.751090,-0.858940,175.018650
457.499761,1.614230,-0.864850,174.149930
457.699761,1.346690,-0.740810,173.539300
457.899761,1.346180,-0.687050,173.365940
458.099760,1.645440,-0.803620,173.360300
458.299760,1.689790,-0.747260,173.697500
458.499760,1.557420,-0.711270,174.740420
458.699760,1.345700,-0.718890,176.294220
458.899760,1.173300,-0.728880,178.297570
459.099760,1.410580,-0.654980,180.198510
459.299760,1.410180,-0.746930,181.921110
459.499760,1.414160,-0.681840,183.680770
459.699760,1.449630,-0.657930,185.462250
459.899760,1.111980,-0.839710,187.164560
460.099759,1.361530,-0.828590,188.783240
460.299759,1.459110,-0.843500,189.801280
460.499759,1.596460,-0.919620,190.589680
460.699759,1.672960,-0.806500,190.985170
460.899759,1.344980,-0.638160,191.376060
461.099759,1.992700,-0.498060,191.637940
461.299759,1.692600,-0.377390,191.796310
461.499759,2.029730,-0.225800,192.057330
461.699759,1.973180,-0.369170,191.955440
461.899759,1.765190,-0.427830,191.878690
462.099758,2.179640,-0.403760,191.517200
462.299758,1.855030,-0.249530,190.886760
462.499758,2.398260,-0.353660,190.154920
